scenario,seed,step,adoption_share,adopted_count
high_threshold,38,20,0.08,8
high_threshold,38,21,0.08,8
high_threshold,38,22,0.08,8
high_threshold,38,23,0.08,8
high_threshold,38,24,0.08,8
high_threshold,38,25,0.08,8
high_threshold,38,26,0.08,8
high_threshold,38,27,0.08,8
high_threshold,38,28,0.08,8
high_threshold,38,29,0.08,8
high_threshold,38,30,0.08,8
high_threshold,39,0,0.08,8
high_threshold,39,1,0.1,10
high_threshold,39,2,0.11,11
high_threshold,39,3,0.11,11
high_threshold,39,4,0.11,11
high_threshold,39,5,0.11,11
high_threshold,39,6,0.11,11
high_threshold,39,7,0.11,11
high_threshold,39,8,0.11,11
high_threshold,39,9,0.11,11
high_threshold,39,10,0.11,11
high_threshold,39,11,0.11,11
high_threshold,39,12,0.11,11
high_threshold,39,13,0.11,11
high_threshold,39,14,0.11,11
high_threshold,39,15,0.11,11
high_threshold,39,16,0.11,11
high_threshold,39,17,0.11,11
high_threshold,39,18,0.11,11
high_threshold,39,19,0.11,11
high_threshold,39,20,0.11,11
high_threshold,39,21,0.11,11
high_threshold,39,22,0.11,11
high_threshold,39,23,0.11,11
high_threshold,39,24,0.11,11
high_threshold,39,25,0.11,11
high_threshold,39,26,0.11,11
high_threshold,39,27,0.11,11
high_threshold,39,28,0.11,11
high_threshold,39,29,0.11,11
high_threshold,39,30,0.11,11
high_threshold,40,0,0.08,8
high_threshold,40,1,0.08,8
high_threshold,40,2,0.08,8
high_threshold,40,3,0.08,8
high_threshold,40,4,0.08,8
high_threshold,40,5,0.08,8
high_threshold,40,6,0.08,8
high_threshold,40,7,0.08,8
high_threshold,40,8,0.08,8
high_threshold,40,9,0.08,8
high_threshold,40,10,0.08,8
high_threshold,40,11,0.08,8
high_threshold,40,12,0.08,8
high_threshold,40,13,0.08,8
high_threshold,40,14,0.08,8
high_threshold,40,15,0.08,8
high_threshold,40,16,0.08,8
high_threshold,40,17,0.08,8
high_threshold,40,18,0.08,8
high_threshold,40,19,0.08,8
high_threshold,40,20,0.08,8
high_threshold,40,21,0.08,8
high_threshold,40,22,0.08,8
high_threshold,40,23,0.08,8
high_threshold,40,24,0.08,8
high_threshold,40,25,0.08,8
high_threshold,40,26,0.08,8
high_threshold,40,27,0.08,8
high_threshold,40,28,0.08,8
high_threshold,40,29,0.08,8
high_threshold,40,30,0.08,8
